student_id,batch,gender,branch,tenth_pct,twelfth_or_diploma_pct,cgpa,active_backlogs,backlog_history,coding_problems_solved,aptitude_score_pct,communication_score,projects_count,project_quality_score,internships_count,internship_months,certifications_count,hackathons_count,club_roles_count,github_public_repos,github_contributions_last_year,github_stars_count,linkedin_connections_count,linkedin_profile_score,placed
STU-1175,Batch 2023,Female,Computer Science,65.5,74.2,6.58,0,0,211,57.1,4.4,1,2.2,0,0,0,0,0,3,79,0,137,3.0,1
STU-1176,Batch 2025,Male,Computer Science,80.9,71.5,7.21,0,1,213,71.8,3.1,2,3.1,0,0,3,0,0,3,34,2,299,2.7,1
STU-1177,Batch 2024,Male,Electronics,64.4,76.7,5.7,2,2,11,73.8,2.0,2,2.2,0,0,0,1,0,1,20,0,199,3.8,0
STU-1178,Batch 2025,Male,Electronics,82.7,65.8,6.86,0,0,10,84.7,2.9,4,2.5,1,6,2,0,0,1,427,2,447,4.2,1
STU-1179,Batch 2023,Female,Electronics,77.6,97.0,7.09,0,0,34,56.5,2.9,1,4.0,1,2,2,0,0,20,1090,0,377,4.3,1
STU-1180,Batch 2024,Male,Electronics,61.8,57.3,7.12,0,1,229,83.3,2.9,2,3.4,1,3,3,0,0,6,32,15,310,4.1,1
STU-1181,Batch 2023,Male,Information Tech,89.6,77.0,7.13,0,0,15,60.3,2.8,2,3.2,0,0,1,0,1,3,10,0,208,3.2,1
STU-1182,Batch 2025,Female,Computer Science,70.7,97.0,7.33,0,0,140,49.3,2.9,1,4.0,2,4,1,1,0,6,72,0,373,4.2,1
STU-1183,Batch 2025,Male,Computer Science,69.9,75.1,7.93,0,0,12,78.1,3.1,1,3.6,0,0,0,0,0,12,111,0,417,3.8,0
STU-1184,Batch 2023,Female,Computer Science,80.0,72.9,8.36,0,0,107,86.1,2.9,0,4.5,1,6,0,0,0,12,41,15,340,3.7,1
STU-1185,Batch 2025,Male,Civil,89.5,71.1,6.69,0,0,48,98.0,3.6,2,2.8,1,3,1,0,2,1,65,2,500,3.1,1
STU-1186,Batch 2025,Female,Information Tech,67.8,73.0,6.08,1,1,171,51.2,3.7,2,2.8,1,6,0,0,0,1,40,2,384,3.2,0
STU-1187,Batch 2024,Male,Information Tech,78.6,90.1,6.25,3,3,29,77.8,2.7,1,2.0,2,4,3,0,0,6,268,0,448,3.7,0
STU-1188,Batch 2024,Female,Information Tech,82.3,50.7,6.86,0,0,112,62.3,4.4,3,2.8,0,0,0,0,1,3,224,0,339,5.0,1
STU-1189,Batch 2023,Male,Civil,84.9,91.9,7.01,0,0,30,79.0,2.6,3,4.1,1,2,1,0,1,20,181,0,415,3.8,1
STU-1190,Batch 2023,Male,Computer Science,79.8,59.3,6.55,0,0,138,47.4,2.1,2,4.4,0,0,1,3,1,6,88,2,208,3.1,0
STU-1191,Batch 2025,Male,Information Tech,74.3,72.1,5.97,2,3,228,50.3,3.7,1,4.1,1,3,1,0,0,20,432,0,256,2.9,0
STU-1192,Batch 2025,Male,Information Tech,69.7,70.3,6.9,0,0,15,57.1,2.7,2,1.6,0,0,1,1,0,3,628,15,369,3.2,0
STU-1193,Batch 2024,Male,Electronics,78.9,81.5,7.6,0,1,222,69.1,3.7,1,4.2,0,0,0,0,0,12,34,2,368,5.0,1
STU-1194,Batch 2024,Male,Computer Science,67.3,57.4,8.05,1,1,99,59.0,1.5,1,1.5,1,2,1,0,2,3,45,0,391,3.3,0
STU-1195,Batch 2024,Female,Mechanical,50.0,80.1,6.79,1,1,15,77.2,4.5,2,4.0,1,2,0,0,0,20,134,0,474,4.3,0
STU-1196,Batch 2025,Male,Civil,82.4,97.0,6.95,0,0,61,82.4,3.9,0,2.9,0,0,2,0,0,1,17,2,121,3.3,1
STU-1197,Batch 2025,Male,Information Tech,87.0,60.0,6.38,1,2,19,76.4,2.2,0,3.8,1,2,2,3,2,3,103,0,184,3.8,0
STU-1198,Batch 2025,Female,Electronics,54.4,77.1,7.37,0,0,133,90.7,2.2,0,2.0,1,2,3,2,2,6,157,0,352,4.2,1
STU-1199,Batch 2025,Female,Civil,67.9,67.7,6.47,3,3,156,73.8,4.7,1,4.3,0,0,0,1,2,3,133,0,219,3.1,0
STU-1200,Batch 2024,Male,Electronics,84.2,79.7,8.03,1,1,12,51.0,2.8,0,1.9,1,2,0,1,1,3,72,2,500,3.1,1
STU-1201,Batch 2023,Male,Computer Science,98.0,75.2,5.44,0,0,78,87.1,2.7,4,2.6,1,3,0,0,2,20,141,2,392,4.9,1
STU-1202,Batch 2023,Male,Information Tech,78.2,67.9,7.0,0,0,185,59.5,1.6,1,2.3,1,2,0,0,0,3,574,0,309,4.4,0
STU-1203,Batch 2025,Female,Electronics,70.7,80.4,7.73,0,0,303,80.7,3.1,1,1.6,0,0,0,2,1,6,42,0,248,4.2,1
STU-1204,Batch 2024,Female,Information Tech,76.2,94.8,7.6,1,1,79,90.0,3.2,1,3.3,0,0,1,1,1,1,191,0,253,4.2,1
STU-1205,Batch 2023,Male,Electronics,91.7,72.9,9.9,0,0,330,74.4,4.0,3,4.8,1,2,0,0,0,12,10,2,324,4.0,1
STU-1206,Batch 2023,Female,Civil,71.5,82.9,7.78,0,0,84,47.1,2.3,2,5.0,2,12,1,0,0,6,12,0,336,5.0,1
STU-1207,Batch 2025,Female,Civil,70.0,60.8,6.3,1,1,55,55.1,2.2,1,3.3,1,3,2,0,2,3,144,0,256,3.6,0
STU-1208,Batch 2023,Female,Information Tech,73.2,64.5,7.29,0,0,207,86.5,3.8,3,4.2,0,0,1,2,0,1,20,15,282,4.1,1
STU-1209,Batch 2023,Female,Computer Science,68.5,80.2,5.45,1,1,75,65.6,4.2,1,3.4,1,6,0,0,1,6,10,15,500,2.4,0
STU-1210,Batch 2024,Male,Civil,79.2,91.3,7.31,0,0,70,69.1,2.1,1,3.6,2,4,0,0,0,1,34,50,500,2.9,1
STU-1211,Batch 2025,Male,Mechanical,94.2,78.9,6.48,1,1,74,78.6,4.3,1,2.9,0,0,1,0,0,1,150,5,355,2.6,1
STU-1212,Batch 2025,Male,Computer Science,81.2,71.6,8.41,1,2,206,77.7,3.4,1,3.4,3,9,0,1,0,6,219,0,132,4.6,1
STU-1213,Batch 2023,Male,Civil,75.5,75.0,6.8,0,1,196,71.9,4.3,1,3.7,2,6,1,0,0,1,41,0,395,1.6,1
STU-1214,Batch 2025,Male,Mechanical,75.1,61.2,7.27,0,1,57,65.1,3.3,2,2.7,0,0,0,1,0,1,199,0,500,3.3,1
STU-1215,Batch 2023,Female,Information Tech,62.4,81.6,6.7,0,0,45,63.6,1.4,1,3.1,2,4,2,0,0,6,36,0,500,1.2,0
STU-1216,Batch 2024,Male,Information Tech,86.8,84.7,9.31,0,0,74,80.0,3.3,2,3.1,0,0,2,2,0,1,171,15,423,2.9,1
STU-1217,Batch 2025,Male,Information Tech,77.2,70.0,7.05,0,0,94,75.7,4.2,0,3.9,2,4,1,1,0,3,96,2,500,3.2,0
STU-1218,Batch 2024,Male,Computer Science,76.2,69.8,9.42,0,0,30,64.4,2.7,1,2.2,0,0,0,0,0,1,191,2,327,4.7,1
STU-1219,Batch 2025,Female,Computer Science,98.0,77.9,8.3,0,0,174,83.1,3.1,2,3.2,0,0,0,0,0,6,956,0,408,3.9,1
STU-1220,Batch 2025,Male,Mechanical,81.0,70.2,7.93,0,0,73,66.2,3.3,3,4.9,1,2,2,0,1,6,500,5,225,2.9,1
STU-1221,Batch 2024,Male,Computer Science,70.5,74.3,7.81,0,1,45,56.1,1.1,1,4.2,1,3,1,0,0,6,10,5,361,4.5,1
STU-1222,Batch 2023,Male,Computer Science,73.7,97.0,7.83,0,1,12,57.4,4.7,2,4.4,0,0,0,2,0,3,390,0,500,3.6,0
STU-1223,Batch 2024,Male,Information Tech,89.5,72.3,5.28,3,3,30,54.3,2.7,1,3.2,1,3,0,0,0,1,12,5,237,3.6,0
STU-1224,Batch 2023,Other,Information Tech,79.1,71.1,7.09,0,0,328,64.2,3.8,1,3.5,0,0,0,0,0,1,551,0,199,2.6,0
STU-1225,Batch 2023,Female,Civil,63.6,67.9,8.33,0,0,40,85.3,3.3,0,4.1,0,0,2,0,0,3,60,0,334,2.8,1
STU-1226,Batch 2025,Male,Computer Science,87.2,83.2,7.35,0,0,20,56.7,4.4,1,4.6,0,0,0,0,0,12,87,2,288,2.9,1
STU-1227,Batch 2024,Female,Computer Science,71.3,73.0,5.85,1,1,68,70.6,3.7,1,1.4,1,2,1,2,1,3,17,2,411,3.6,1
STU-1228,Batch 2025,Female,Electronics,96.7,67.9,7.34,0,0,40,58.8,3.2,1,2.0,0,0,1,0,2,3,21,0,257,3.7,0
STU-1229,Batch 2024,Female,Information Tech,88.8,89.5,9.27,0,0,4,64.4,2.7,2,4.4,0,0,1,3,1,1,234,0,500,4.8,1
STU-1230,Batch 2025,Male,Computer Science,73.5,90.6,8.77,0,0,43,46.9,4.0,0,3.0,0,0,2,2,0,6,520,50,139,3.9,1
STU-1231,Batch 2024,Male,Information Tech,90.8,68.4,7.33,0,0,86,64.9,1.9,2,2.6,0,0,2,0,0,6,170,2,496,1.4,0
STU-1232,Batch 2024,Male,Computer Science,78.7,54.5,8.45,0,0,88,65.3,3.9,1,2.1,1,6,1,0,0,6,226,2,213,3.8,1
STU-1233,Batch 2024,Female,Computer Science,86.5,86.1,7.0,0,0,49,75.6,2.5,2,2.7,2,4,0,2,1,12,258,0,69,2.4,1
STU-1234,Batch 2023,Male,Information Tech,82.8,67.5,5.53,0,1,65,71.1,4.4,2,1.9,0,0,1,0,2,3,55,0,353,2.8,1
STU-1235,Batch 2025,Male,Information Tech,69.5,83.7,6.38,2,2,370,51.2,3.5,1,5.0,2,4,1,0,0,1,10,0,284,3.0,1
STU-1236,Batch 2023,Male,Civil,71.6,53.3,9.12,0,0,52,83.2,3.9,1,3.2,1,2,1,0,0,3,10,0,165,3.1,1
STU-1237,Batch 2023,Female,Information Tech,88.3,84.8,7.1,0,0,33,70.9,3.5,2,3.1,1,2,1,0,0,6,78,0,85,2.5,1
STU-1238,Batch 2024,Male,Information Tech,74.7,61.7,7.13,0,0,31,70.8,2.0,3,3.7,1,3,0,1,1,6,50,0,319,3.8,1
STU-1239,Batch 2023,Female,Electronics,74.0,83.0,7.07,0,1,67,67.9,2.7,1,4.1,1,2,1,0,1,3,12,2,457,2.5,1
STU-1240,Batch 2025,Female,Computer Science,68.4,75.2,9.49,0,0,157,60.8,3.9,0,4.1,0,0,0,0,0,6,36,0,402,3.9,0
STU-1241,Batch 2025,Male,Electronics,82.2,64.5,9.19,0,0,25,71.0,3.5,3,4.2,1,2,2,2,2,6,24,5,328,5.0,1
STU-1242,Batch 2025,Female,Computer Science,98.0,70.5,9.84,0,0,136,74.7,4.3,1,2.6,1,6,0,1,0,12,443,0,387,2.5,1
STU-1243,Batch 2024,Male,Civil,67.3,82.5,7.23,0,1,2,43.5,3.7,2,2.9,1,6,1,0,2,6,27,0,316,3.4,0
STU-1244,Batch 2023,Female,Computer Science,78.2,76.2,7.73,0,0,60,60.5,2.6,1,3.9,2,6,0,1,2,6,139,0,120,1.6,0
STU-1245,Batch 2025,Male,Information Tech,92.1,81.4,5.73,0,0,165,64.4,2.8,1,2.7,0,0,1,0,1,3,162,0,121,3.4,0
STU-1246,Batch 2024,Female,Computer Science,77.2,96.7,9.02,0,0,45,71.6,3.5,2,3.2,1,2,1,1,0,6,141,0,292,4.1,1
STU-1247,Batch 2025,Female,Civil,82.5,57.8,6.12,3,3,91,84.7,1.5,2,3.6,1,2,0,0,0,12,19,15,298,4.2,0
STU-1248,Batch 2025,Female,Information Tech,67.4,92.8,7.64,0,0,25,57.2,4.7,1,3.9,0,0,2,0,0,3,69,2,439,3.7,0
STU-1249,Batch 2025,Female,Information Tech,82.3,76.1,6.19,0,0,149,61.0,3.8,2,1.6,0,0,1,1,0,6,10,0,426,4.3,0
STU-1250,Batch 2023,Male,Computer Science,76.1,65.1,6.75,0,0,6,60.8,4.4,2,3.8,1,2,1,0,1,6,91,0,405,5.0,1
STU-1251,Batch 2024,Female,Electronics,87.9,60.4,6.48,0,1,211,56.8,2.1,2,3.0,2,4,0,3,0,1,38,2,281,5.0,1
STU-1252,Batch 2025,Female,Computer Science,89.9,72.9,6.73,0,0,24,63.1,4.4,0,3.8,1,2,1,0,0,6,148,2,127,3.2,0
STU-1253,Batch 2024,Female,Mechanical,98.0,85.1,6.81,1,1,228,78.8,5.0,2,3.9,1,2,1,2,1,1,212,0,378,2.4,0
STU-1254,Batch 2023,Male,Computer Science,83.8,73.6,6.8,0,0,48,53.2,2.3,2,4.6,0,0,1,2,0,20,137,2,394,3.3,1
STU-1255,Batch 2024,Female,Computer Science,81.3,91.6,8.32,0,0,141,74.0,4.0,2,4.4,0,0,1,0,0,12,103,5,20,2.8,1
STU-1256,Batch 2025,Female,Computer Science,79.9,59.0,6.18,2,2,42,44.2,3.4,2,4.4,0,0,1,1,0,1,88,2,203,4.0,0
STU-1257,Batch 2025,Female,Information Tech,74.5,74.9,7.64,0,0,260,60.1,2.2,1,4.5,0,0,0,0,0,1,332,5,223,2.7,1
STU-1258,Batch 2024,Male,Information Tech,81.4,61.2,8.74,1,1,15,63.4,3.8,2,3.5,0,0,0,2,0,6,45,5,337,3.5,1
STU-1259,Batch 2023,Female,Computer Science,75.0,79.0,6.84,0,0,22,91.4,4.1,2,3.2,0,0,0,0,1,3,239,15,208,4.3,1
STU-1260,Batch 2024,Male,Electronics,79.7,84.8,6.61,1,1,75,64.2,2.9,0,4.0,1,3,0,1,0,1,255,0,315,3.5,1
STU-1261,Batch 2025,Female,Information Tech,91.2,70.4,7.15,0,0,9,37.2,4.3,2,3.9,1,2,1,0,2,3,98,2,291,2.8,1
STU-1262,Batch 2023,Male,Information Tech,67.9,48.0,8.7,0,0,24,40.0,2.1,1,2.9,0,0,2,0,0,3,64,2,298,4.5,0
STU-1263,Batch 2024,Female,Information Tech,89.4,77.2,7.61,0,0,317,68.5,2.2,2,3.6,0,0,0,0,0,1,114,2,220,2.1,1
STU-1264,Batch 2025,Other,Information Tech,91.2,79.8,6.82,0,0,413,76.6,3.5,1,3.2,0,0,3,0,0,12,18,50,231,3.3,1
STU-1265,Batch 2025,Male,Information Tech,76.8,79.4,7.93,0,1,52,73.3,3.4,2,2.4,1,2,1,1,0,12,10,0,169,3.6,1
STU-1266,Batch 2025,Female,Computer Science,56.8,88.6,6.19,0,1,282,70.3,2.8,3,4.4,0,0,2,1,0,6,21,0,373,3.6,0
STU-1267,Batch 2025,Male,Computer Science,71.9,63.2,8.15,0,0,87,84.3,4.0,2,3.2,0,0,1,1,0,12,37,0,400,3.7,0
STU-1268,Batch 2024,Female,Mechanical,91.0,82.5,7.85,0,0,35,60.4,3.8,3,5.0,2,6,1,0,0,3,126,0,212,4.1,1
STU-1269,Batch 2023,Female,Civil,77.8,88.1,7.06,1,1,133,80.5,4.1,4,1.7,1,2,0,0,0,3,340,0,500,3.6,1
STU-1270,Batch 2025,Female,Information Tech,68.0,55.4,6.48,2,3,118,45.2,3.3,0,2.7,0,0,0,0,0,3,48,2,276,3.3,0
STU-1271,Batch 2025,Female,Computer Science,73.0,78.5,6.42,0,0,497,55.3,3.9,2,3.2,0,0,0,1,0,6,492,0,500,3.3,1
STU-1272,Batch 2025,Female,Electronics,86.4,69.5,7.99,0,0,34,42.7,3.0,2,4.2,0,0,1,3,1,12,558,2,230,3.1,1
STU-1273,Batch 2025,Male,Information Tech,83.5,74.1,8.75,0,0,123,64.2,5.0,3,3.6,1,2,0,0,2,6,575,2,36,4.2,1
STU-1274,Batch 2024,Male,Computer Science,75.6,78.8,6.7,1,2,6,67.4,2.7,1,3.5,1,3,2,0,0,12,327,0,376,3.1,0
STU-1275,Batch 2024,Female,Computer Science,74.3,69.6,7.9,0,0,13,69.6,5.0,4,2.2,0,0,0,0,0,6,81,0,355,4.3,0
STU-1276,Batch 2025,Female,Electronics,74.1,67.6,5.1,1,1,0,68.9,3.4,2,2.2,1,2,2,1,2,3,14,2,325,3.6,0
STU-1277,Batch 2024,Female,Electronics,68.8,75.4,6.76,0,0,600,55.0,2.3,2,3.5,0,0,0,1,0,3,151,2,230,3.2,0
STU-1278,Batch 2025,Female,Computer Science,94.2,63.0,7.37,0,0,178,65.3,4.5,0,2.0,0,0,0,1,2,1,147,5,315,4.1,1
STU-1279,Batch 2025,Male,Computer Science,74.8,63.1,6.4,3,3,170,47.0,3.5,1,2.7,0,0,0,0,0,1,341,5,248,3.0,0
STU-1280,Batch 2025,Female,Computer Science,90.2,82.5,6.37,0,0,78,87.1,4.1,2,3.7,1,3,1,1,1,6,993,15,278,4.1,1
STU-1281,Batch 2024,Male,Electronics,93.2,62.4,6.67,0,0,39,63.7,4.4,0,2.3,0,0,0,1,0,3,128,2,438,3.8,0
STU-1282,Batch 2024,Male,Computer Science,88.0,82.3,7.72,0,0,18,61.2,3.7,3,4.6,0,0,2,0,2,6,76,5,346,3.1,1
STU-1283,Batch 2023,Male,Computer Science,73.7,80.1,7.19,1,1,37,90.2,2.9,0,4.3,0,0,0,0,0,6,37,5,405,4.0,0
STU-1284,Batch 2024,Male,Electronics,82.0,56.0,5.0,0,0,52,50.6,4.2,2,1.8,0,0,0,0,0,3,10,5,288,4.0,0
STU-1285,Batch 2023,Male,Computer Science,77.8,67.5,5.07,0,0,155,52.2,3.4,1,2.4,1,2,2,0,0,3,128,0,272,4.5,0
STU-1286,Batch 2024,Male,Electronics,69.0,88.1,6.73,1,1,85,52.7,3.9,2,1.1,0,0,0,2,0,3,146,15,159,4.4,1
STU-1287,Batch 2024,Female,Computer Science,81.2,64.2,7.9,0,0,9,67.0,1.7,2,2.5,0,0,2,0,1,3,314,0,268,4.0,1
STU-1288,Batch 2023,Male,Computer Science,66.2,69.9,5.0,1,1,2,74.0,3.8,1,3.9,1,2,3,1,0,12,126,2,20,2.7,0
STU-1289,Batch 2024,Male,Computer Science,89.9,80.1,6.85,0,0,12,78.4,2.9,1,2.8,1,2,0,0,2,3,447,0,237,5.0,1
STU-1290,Batch 2023,Male,Electronics,73.4,83.6,6.82,1,1,58,98.0,4.7,0,3.6,1,3,0,0,0,6,178,0,309,2.5,1
STU-1291,Batch 2023,Male,Mechanical,80.0,72.2,8.93,0,1,298,36.5,3.9,2,1.8,1,2,0,0,1,12,330,0,399,4.4,1
STU-1292,Batch 2025,Male,Mechanical,80.8,68.4,6.98,0,0,112,76.5,3.6,2,3.9,0,0,2,0,0,12,29,0,282,3.9,1
STU-1293,Batch 2024,Male,Information Tech,75.4,90.6,7.82,0,0,178,60.2,3.8,2,2.7,1,3,1,0,2,12,348,0,369,2.7,1
STU-1294,Batch 2023,Female,Electronics,83.9,94.1,7.56,0,0,69,59.8,2.6,2,3.2,1,6,1,0,2,3,202,5,20,3.5,1
STU-1295,Batch 2024,Female,Computer Science,73.3,85.8,5.06,0,0,49,59.3,4.7,2,3.1,0,0,2,0,0,1,34,0,312,3.5,0
STU-1296,Batch 2025,Female,Computer Science,86.7,75.9,8.25,0,1,13,55.3,5.0,1,2.1,2,4,0,0,1,3,38,0,85,4.6,1
STU-1297,Batch 2023,Male,Mechanical,64.5,66.1,7.64,0,1,230,91.6,3.7,0,2.2,0,0,2,0,1,3,470,0,151,3.0,1
STU-1298,Batch 2024,Male,Computer Science,79.3,65.9,7.96,0,0,168,79.8,4.7,1,4.1,3,18,1,0,0,12,10,2,294,3.4,1
STU-1299,Batch 2023,Female,Computer Science,97.4,80.7,9.9,1,1,20,68.3,2.9,4,3.6,2,6,1,0,0,6,112,0,499,1.7,1
STU-1300,Batch 2023,Male,Computer Science,68.0,79.6,5.11,2,2,79,86.9,2.8,3,4.1,1,3,2,2,0,1,68,0,372,5.0,1
STU-1301,Batch 2024,Male,Computer Science,71.2,90.4,9.3,0,0,74,46.8,3.4,1,3.5,2,4,1,0,1,1,197,0,323,2.7,1
STU-1302,Batch 2024,Male,Computer Science,83.1,82.2,7.08,0,0,108,49.4,3.7,2,3.3,1,3,0,1,0,1,329,2,317,3.9,1
STU-1303,Batch 2024,Male,Information Tech,79.8,58.5,7.72,0,0,321,37.5,3.1,3,1.6,0,0,1,0,0,6,80,0,220,3.5,0
STU-1304,Batch 2025,Male,Information Tech,81.5,86.6,7.35,0,0,95,58.2,3.8,2,3.0,0,0,1,1,0,6,100,0,244,3.5,1
STU-1305,Batch 2025,Male,Mechanical,82.9,64.0,6.93,0,0,85,70.3,3.6,0,3.2,0,0,0,0,0,12,722,0,380,4.2,0
STU-1306,Batch 2024,Female,Mechanical,84.3,70.8,6.77,0,1,6,69.4,2.6,0,5.0,0,0,3,2,1,12,276,15,126,4.9,0
STU-1307,Batch 2024,Male,Computer Science,89.1,77.8,7.76,0,0,7,70.1,3.8,2,3.8,1,2,0,0,2,3,410,0,403,3.8,1
STU-1308,Batch 2025,Female,Computer Science,82.1,97.0,5.73,1,2,23,48.2,4.1,4,4.6,0,0,1,1,0,3,104,2,266,4.1,0
STU-1309,Batch 2023,Female,Information Tech,75.6,97.0,8.23,0,0,4,79.2,3.5,2,3.7,0,0,1,0,0,3,48,0,436,3.9,1
STU-1310,Batch 2024,Female,Information Tech,84.7,81.7,6.94,0,0,150,71.4,4.3,0,2.6,1,3,0,0,1,3,96,0,455,4.4,1
STU-1311,Batch 2023,Female,Computer Science,97.0,73.0,6.16,1,1,141,78.3,2.4,1,3.3,2,6,2,1,0,12,227,0,86,3.2,0
STU-1312,Batch 2023,Female,Electronics,76.7,80.9,6.9,0,0,16,41.5,3.8,2,3.4,0,0,2,0,0,6,21,0,239,4.5,0
STU-1313,Batch 2025,Male,Information Tech,68.3,84.8,8.78,0,0,199,72.4,2.5,3,2.4,0,0,1,0,0,6,57,0,200,4.5,1
STU-1314,Batch 2025,Male,Information Tech,89.1,71.5,6.81,0,0,18,51.4,2.5,2,2.9,0,0,0,0,0,3,10,0,66,4.5,0
STU-1315,Batch 2025,Male,Information Tech,76.8,94.7,7.79,0,1,39,62.4,2.9,2,3.0,1,2,0,1,0,1,102,0,175,3.1,1
STU-1316,Batch 2024,Female,Computer Science,56.3,77.5,6.6,0,0,31,75.5,2.6,0,4.6,0,0,0,3,1,1,316,2,500,3.5,0
STU-1317,Batch 2023,Female,Civil,86.5,80.5,8.23,0,0,51,69.3,3.0,3,1.3,1,2,0,0,0,3,10,50,405,3.8,0
STU-1318,Batch 2023,Male,Electronics,72.6,82.3,8.15,0,1,32,56.1,3.2,2,4.3,0,0,1,1,1,6,202,0,500,2.5,0
STU-1319,Batch 2023,Female,Computer Science,77.1,79.6,9.43,0,0,74,68.1,4.1,1,2.4,0,0,3,0,0,3,485,2,436,4.9,1
STU-1320,Batch 2024,Male,Mechanical,81.3,84.2,7.21,1,1,58,46.6,3.1,2,2.0,2,6,1,0,0,6,49,15,216,3.6,0
STU-1321,Batch 2025,Female,Information Tech,79.9,68.2,8.14,0,0,474,84.1,2.1,1,4.3,0,0,2,2,1,12,213,5,267,3.8,1
STU-1322,Batch 2025,Male,Mechanical,85.1,68.9,7.51,1,2,6,65.1,4.3,0,3.9,0,0,1,2,0,3,665,0,402,3.1,0
STU-1323,Batch 2023,Male,Electronics,73.6,62.9,8.83,0,1,17,83.7,2.7,1,4.3,0,0,1,1,0,6,590,2,381,2.5,1
STU-1324,Batch 2025,Male,Information Tech,83.1,79.8,6.61,0,1,6,60.6,3.4,1,3.9,1,3,2,0,0,3,48,0,239,3.1,0
STU-1325,Batch 2025,Male,Computer Science,75.4,83.6,8.22,0,0,108,60.7,3.8,1,5.0,1,2,1,0,0,6,19,2,109,3.8,0
STU-1326,Batch 2024,Male,Computer Science,85.4,80.0,7.19,0,1,6,57.3,3.6,2,3.7,0,0,2,0,1,6,29,0,500,4.1,0
STU-1327,Batch 2024,Male,Information Tech,84.2,93.4,7.33,0,0,199,80.3,4.3,2,3.1,0,0,0,0,0,20,218,0,300,3.7,1
STU-1328,Batch 2024,Female,Electronics,68.6,74.9,7.5,0,0,79,58.1,3.8,2,3.5,0,0,0,0,1,3,233,0,274,3.9,0
STU-1329,Batch 2023,Male,Computer Science,88.9,82.4,7.68,0,0,82,77.0,2.7,1,4.3,1,6,2,1,0,3,202,0,336,3.3,1
STU-1330,Batch 2024,Male,Computer Science,72.6,63.0,7.27,0,0,91,62.6,5.0,0,2.5,1,2,1,2,0,1,74,2,286,4.0,0
STU-1331,Batch 2025,Female,Mechanical,86.1,70.7,7.64,0,1,21,40.3,3.6,2,2.6,1,3,2,0,2,3,33,0,337,4.8,0
STU-1332,Batch 2023,Female,Civil,81.7,82.7,9.14,0,1,24,60.0,3.3,1,2.9,1,6,2,0,1,6,156,2,500,4.2,1
STU-1333,Batch 2023,Male,Information Tech,96.4,84.3,8.48,0,0,42,51.5,4.2,1,1.3,0,0,0,2,0,12,119,0,303,4.2,0
STU-1334,Batch 2023,Male,Computer Science,75.8,71.8,8.36,1,1,99,68.5,3.6,3,3.3,0,0,1,0,0,3,235,0,157,3.8,1
STU-1335,Batch 2023,Male,Computer Science,74.5,74.2,6.9,0,0,26,51.3,3.7,2,1.5,0,0,0,1,0,1,105,2,297,2.4,1
STU-1336,Batch 2025,Male,Computer Science,77.8,58.3,6.42,1,2,14,81.0,5.0,3,3.2,0,0,1,0,0,3,74,50,255,2.8,0
STU-1337,Batch 2025,Female,Civil,75.0,71.1,8.45,0,0,386,66.7,3.2,2,4.0,0,0,2,0,1,3,63,0,500,4.0,1
STU-1338,Batch 2024,Male,Computer Science,86.0,84.8,8.36,0,0,2,65.5,3.1,1,2.8,1,6,0,3,1,3,43,0,484,3.6,0
STU-1339,Batch 2023,Male,Information Tech,61.8,81.3,9.02,0,0,179,77.2,3.5,2,4.7,1,2,1,0,0,3,56,5,335,4.0,1
STU-1340,Batch 2024,Female,Computer Science,67.5,80.5,6.74,0,0,171,81.5,4.3,1,1.9,2,6,1,0,1,6,18,0,141,4.9,1
STU-1341,Batch 2024,Male,Information Tech,67.3,75.5,7.15,0,0,39,67.7,2.2,2,4.3,0,0,0,0,0,1,77,5,148,4.2,0
STU-1342,Batch 2023,Female,Electronics,87.5,75.1,5.6,0,1,16,57.2,1.8,0,3.8,1,6,2,2,0,3,10,2,322,4.6,0
STU-1343,Batch 2024,Male,Mechanical,95.1,67.7,6.97,0,0,17,43.2,2.9,3,1.7,1,2,1,2,0,6,37,0,367,3.7,1
STU-1344,Batch 2024,Female,Computer Science,77.0,82.7,8.5,1,1,131,58.4,2.1,1,5.0,1,3,2,0,2,3,247,0,268,3.0,0
STU-1345,Batch 2024,Male,Computer Science,76.3,79.6,6.89,0,0,113,59.4,3.1,3,3.1,0,0,0,0,1,6,71,0,253,3.6,0
STU-1346,Batch 2024,Female,Computer Science,78.7,80.4,8.1,0,0,168,69.5,3.8,3,2.4,0,0,0,1,0,6,199,0,237,3.0,1
STU-1347,Batch 2023,Female,Civil,89.6,69.2,7.19,0,1,305,63.2,2.7,2,1.9,0,0,1,0,0,6,227,5,317,4.8,1
STU-1348,Batch 2024,Male,Mechanical,68.7,51.3,7.76,0,0,130,77.6,2.3,2,3.0,0,0,0,1,2,3,157,2,20,4.2,0
STU-1349,Batch 2024,Female,Information Tech,80.4,87.1,6.14,2,2,19,59.4,3.5,2,3.1,1,2,3,0,0,3,574,2,166,4.0,0
STU-1350,Batch 2024,Female,Electronics,87.8,69.7,7.49,0,0,31,67.2,4.1,3,3.3,0,0,0,0,0,12,10,2,232,4.6,0
STU-1351,Batch 2025,Female,Electronics,83.0,65.5,5.0,0,0,203,84.6,2.0,2,2.9,0,0,2,1,2,6,242,0,489,2.0,1
STU-1352,Batch 2025,Female,Computer Science,79.9,82.6,7.19,0,0,26,72.8,4.1,2,3.8,1,2,1,0,1,3,574,2,206,4.1,1
